citation_id,document_type,source,source_path,source_url,page,section,ticker,sha256
PDF-c42f3eccef,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,4,page_4_chunk_1,,795491ad82e911e303afe7b8f1e35df6d5373f87f50ac9e1de758758aee69fc5
PDF-f3d9a60139,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,5,page_5_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-bdcaa2d39e,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,5,page_5_chunk_1,,53525927a7337d957d2d55ab6273dcdcb32b0dddfb440287a672ba81848f5a72
PDF-3a3513c0c1,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,6,page_6_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-b82e06a8a7,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,6,page_6_chunk_1,,e4656c581bf7f613f7d0b7802b24c7d5a6959877f61100a2cf1dfc528950c512
PDF-355a106fea,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,7,page_7_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-93fca12aec,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,7,page_7_chunk_1,,e5d71783ecb9ac5ec782d7454e3cde2576395065bfe469830bbce0c5dafa4802
PDF-9ea6803db7,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,8,page_8_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-776c67e76a,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,8,page_8_chunk_1,,afcda313a0b20fb4bbff89c86eab00b25c98b3a894fcea86fc22953cd01ce6f3
PDF-fdef2ea415,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,9,page_9_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-674f6c3e5a,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,9,page_9_chunk_1,,7eacf851c0a83b3cc1ec6f3155bdfa7ef30c77decf36cead1d80a8607b45b588
PDF-499c49b629,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,10,page_10_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-dab0d5ca51,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,10,page_10_chunk_1,,18c86a691268f5c9e784e160650996a89e6bee39518d15bba19548844d6d6562
PDF-5a4da6e513,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,11,page_11_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-3d31a5efd1,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,11,page_11_chunk_1,,c14324b105e9265b28fc7c8ac62aea274c1332e5611a5782c68d6253ec8dfd54
PDF-4928738c5e,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,12,page_12_chunk_0,,c05358a3fe7df62eb578a4d836f84503488e27b28e7770bc535d3f5c682b6f63
PDF-8d61bd19ab,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,13,page_13_chunk_0,,5579775c6f4a32df63fc37b84016697e28e5a8afc6613619b9af5564aba10787
PDF-cea65448be,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,14,page_14_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-59455d39f5,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,14,page_14_chunk_1,,73e74a5b8bab1b66db132397c22c8b67c283decdadc90b06151e78ced7499538
PDF-b931c1a39d,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,15,page_15_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-28a928c23b,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,15,page_15_chunk_1,,a72a0c545be708956ca93adb83b250d3e7b6b124fa0be6a766f89776fe2a5743
PDF-d6af2de18b,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,16,page_16_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-70dd389765,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,16,page_16_chunk_1,,99b93b4b7cd597e50e28532fb9e5b9eae2781920a57aac0e8951fa13fd35cb49
PDF-4db63832a6,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,17,page_17_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-6000085f7f,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,17,page_17_chunk_1,,9d8499858da7ceb1a4e155a85d885ed834a5653e1f3f018282871f520fa01429
PDF-67c0b63104,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,18,page_18_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-f14f77c60e,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,18,page_18_chunk_1,,3c7aba324680385956e0965ba8c7bfbea2985c7ec83f5748a7e4ef3ffabacae6
PDF-2271f3792d,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,19,page_19_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-9fd8aa9652,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,19,page_19_chunk_1,,1e4090c1299139e796c98fea402c25e8e6eb93eff117b6f6dcd9bb7c1358cd21
PDF-45a6995a0d,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,20,page_20_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-9e12a15595,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,20,page_20_chunk_1,,e1ab9cc9ab1150fa944396eec5971a59d93e4585e0441540b0d9327c707a6e61
PDF-963bbdb499,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,21,page_21_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-f4f55720c0,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,21,page_21_chunk_1,,d61c8ac03ad09b741893b4c830a01d328c12047106a01d1bfd61d5488b242be3
PDF-b071aa2257,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,22,page_22_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-c25a5757e2,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,22,page_22_chunk_1,,13e2963213568bb3a65e3cc1728a828b78664cf520e4df25a48f8d7028028e45
PDF-567647c9da,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,23,page_23_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-16c01a3258,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,23,page_23_chunk_1,,25e58aaaaddf830454cc891cc1adbc9c53c30a227fe071da31b46b73617cdfe8
PDF-5eb4c0bddf,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,24,page_24_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-f914fb50a0,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,24,page_24_chunk_1,,a0965e7faad14de913dca6face2f2a17c12c76a02f92ba5b7ec7dc52ef231802
PDF-6b4a5451e6,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,25,page_25_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-21511a2008,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,25,page_25_chunk_1,,a0bedb4364a88346c866c0e870c8bbb0656908525b8cd58553a3fd4f1976505f
PDF-32deaeff33,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,26,page_26_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-3f7e27e6d5,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,26,page_26_chunk_1,,fca01eea313d2dad0cfb6bd9efa8c1ca95957dbab0d90c0b1689f125c93a5a1b
PDF-6574893616,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,27,page_27_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-fea5260314,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,27,page_27_chunk_1,,736a916f6bb19b2b204032240b2fe0e6e44d06d68dda44c9590ebe677da0ddd9
PDF-aad7102e39,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,28,page_28_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-0357a66eca,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,28,page_28_chunk_1,,12a081cb7d64297aa53708996dbfd6bff469d50c56573105cbd7f3be306d5827
PDF-29839456fe,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,29,page_29_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-edf7882186,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,29,page_29_chunk_1,,460e773b8ccbad7c9f39a5191fd5caae3816a0cb60d5f20e80a959451522f5cb
PDF-0727311503,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,30,page_30_chunk_0,,115fd7ecd2b7260cc64be353d9c926ee5548f838182554a830234f5d1d1c2d6a
PDF-c7979e5539,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,30,page_30_chunk_1,,a376d6a1df0b13528c407942a472aff3bf8a7c16b098db322c4155ecb5b0751e
PDF-3b28d13889,literature,The STTR and GloBE Implementation.pdf,bronze/literature/The STTR and GloBE Implementation.pdf,,31,page_31_chunk_0,,165a29248b363d3b605c5c1ad3e7ddd74b24663ab81a2e4fdaf654695109f30a
PDF-5d64ed3600,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,1,page_1_chunk_0,,36c43fa914a40e14b356f52c151e62b5f7d50933bf7b7e0b31c550ad3b8dd98c
PDF-f3928a7ac3,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,2,page_2_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-b43f18c053,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,2,page_2_chunk_1,,e0eb7f04b5676080f6711ac7912a19d9add26c84a5b831c6610492079ef28875
PDF-49452fbdec,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,3,page_3_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-8acce3afed,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,3,page_3_chunk_1,,57eff54687a5f44406d8f30a7be9d0d1f6d96d6d6b8e82dff982c05cbd6fc879
PDF-766ce1839e,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,4,page_4_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-d9d0c63780,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,4,page_4_chunk_1,,15ed2bbcf2aa3e500acd2d8fa59122207777502612fb1e10c7a72d1bb449dcde
PDF-919423d091,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,5,page_5_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-c19bdba36e,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,5,page_5_chunk_1,,54b5a892c490aa1b5b4563b1772379237bf88f99006858f240ed2e33fe239dd8
PDF-b69c7752af,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,6,page_6_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-4766ce1abf,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,6,page_6_chunk_1,,a41ad7037223ff4583c1a2a258cca934b1f0d0f005641c933125ba54423c5f7d
PDF-c96d06a9ff,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,7,page_7_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-373b146f83,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,7,page_7_chunk_1,,a16b4d1be046466efe01c0588b2a1919a4d5b3b91cf5d2693fcf843c001c2604
PDF-38dae7b49a,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,8,page_8_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-4b3955b070,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,8,page_8_chunk_1,,b2f4f0b7118f933552a8faf1d2aa1c4fd5344e2006a26fb0f245e2c80a90128f
PDF-50509c92b1,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,9,page_9_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-ca3e5fcbb3,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,9,page_9_chunk_1,,f5c11738a4ddfec3f21e72790c1581ea1780885edf21c06b309afb4a56c345ac
PDF-458998e0bf,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,10,page_10_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-4ab78850bc,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,10,page_10_chunk_1,,6f0b41afc721e72487c1563ca2a41c37b122eb2950edcc325d1d3a5d0db0335c
PDF-4ed208b20a,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,11,page_11_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-cbd42edf24,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,11,page_11_chunk_1,,8c5686c9e53d83580322041cd62986ee2c9af432bd26df2b8758c939a267ddbb
PDF-75f0dc68d5,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,12,page_12_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-6210d768ea,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,12,page_12_chunk_1,,92a206992ad44729b593c9611de249f5a79ed105384e5aa14fa4c534ffcd990f
PDF-5a990905d1,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,13,page_13_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-d9bf91f212,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,13,page_13_chunk_1,,3b71ecc9dc467a8488156c9dcbd5e70eba482f6894fd7ed6540492cdd97b172a
PDF-6be90055c2,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,14,page_14_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-e3e569f85e,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,14,page_14_chunk_1,,04d0c9b676a2cddb493bd7fe9854389df01c6c67c5b413870e32a7c42af46740
PDF-9d3ff62ea0,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,15,page_15_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-191a5d4ec3,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,15,page_15_chunk_1,,895f6db9b9103914542099bd2d6dcb9b8cea492dd7740eeb60bcfd4ebdc2e8ef
PDF-1bb1812ddc,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,16,page_16_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-9debe071e6,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,16,page_16_chunk_1,,f90e4f22e03e2862ec7349f40011bac2da6aa2741d9cbacd97bd3147e9986e8e
PDF-92d0803b55,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,17,page_17_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-41e8d7115c,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,17,page_17_chunk_1,,312ae68becf9c4c7ffbcdad544af0435a976c64ccb4da7edac5c06632808864f
PDF-059cabb6ea,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,18,page_18_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-35f7ba86ce,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,18,page_18_chunk_1,,c8c7c49c746af7d0075b1287c32428d59348f43ee8ca608a734b5cf1fd68bb4e
PDF-19875a972b,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,19,page_19_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-5ffca61540,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,19,page_19_chunk_1,,0dc0259e96df7c5a44802f5a45c400b6dd967ea26dfdc6de58bd78db2fc872b4
PDF-4e03d68b29,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,20,page_20_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-55d84025d9,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,20,page_20_chunk_1,,cb8ddfc74a8131ab61ca964cd58db744a8fff791d6ac133bd69c92e0233136dd
PDF-8ccfd54e19,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,21,page_21_chunk_0,,b2e350dda3a6b63bbed0cd1415acd7d792e13e5d22d02aa3d7e442a1fc8ba7fe
PDF-348f331834,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,22,page_22_chunk_0,,b812bc3b40de37992803fda771b5d65f5e00c14dec87a6b4de19796e90464207
PDF-2ac8c34727,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,22,page_22_chunk_1,,52d8b3bd85a3dd91a492aa00eb7224d15ab2c993966392fbf0eec4535340f3bd
PDF-e3e7440bfc,literature,The Treatment of Tax Incentives under Pillar Two.pdf,bronze/literature/The Treatment of Tax Incentives under Pillar Two.pdf,,23,page_23_chunk_0,,328fe752ed1a063be93882d2571f92b65782a75bb5991f819249d4240a53f19c
PDF-1810f66a85,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,1,page_1_chunk_0,,da0507173170b94eb18002178a8932be10f029a8a4b8b53231bff3b5d0ccfcad
PDF-5b84e4f2f8,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,1,page_1_chunk_1,,bef26ef040f157dc6d2072735b3999956ef4740d94be238b4260171b5cb9c008
PDF-7364ee8d07,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,2,page_2_chunk_0,,da0507173170b94eb18002178a8932be10f029a8a4b8b53231bff3b5d0ccfcad
PDF-129893ddeb,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,2,page_2_chunk_1,,dd37c4cfa58812698fa1dd643eccf5f851c7b6d0ae4f3043efb4f2c3c36fe64a
PDF-031e30a98c,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,3,page_3_chunk_0,,da0507173170b94eb18002178a8932be10f029a8a4b8b53231bff3b5d0ccfcad
PDF-9e2a2079f8,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,3,page_3_chunk_1,,83df5b923170f457e52ac7a3e265c85eade6cea4a53634317b6261a0c2ce7bff
PDF-793917783b,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,4,page_4_chunk_0,,da0507173170b94eb18002178a8932be10f029a8a4b8b53231bff3b5d0ccfcad
PDF-75c27203f5,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,4,page_4_chunk_1,,607f79546c0fb663e83ebe58a085fd25cbbb71deb3c5989d129c20bee2c6eba8
PDF-e50ca48ee8,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,5,page_5_chunk_0,,da0507173170b94eb18002178a8932be10f029a8a4b8b53231bff3b5d0ccfcad
PDF-4891caa05a,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,5,page_5_chunk_1,,88f148a4115f7d168ec8840bd7f3ab6e4c11b0149a5f0c9c28df432ed7e173a2
PDF-6c81e72407,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,6,page_6_chunk_0,,da0507173170b94eb18002178a8932be10f029a8a4b8b53231bff3b5d0ccfcad
PDF-a6f7bd64f5,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,6,page_6_chunk_1,,48336d1601f8da28e256b60780f3a859e0e01f858c73ed4777b50d300a43d5ea
PDF-a77424df23,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,7,page_7_chunk_0,,da0507173170b94eb18002178a8932be10f029a8a4b8b53231bff3b5d0ccfcad
PDF-91b771d044,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,7,page_7_chunk_1,,f56bf77b1b566212726208b937e00818e2d5dbe7a75647418b15880af962c06e
PDF-1d469d1187,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,8,page_8_chunk_0,,da0507173170b94eb18002178a8932be10f029a8a4b8b53231bff3b5d0ccfcad
PDF-4ee14ebdb8,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,8,page_8_chunk_1,,46b6ee653d8b45d74e8faeddb6d186994a77132a8368dd51e733c90ea1a24aa0
PDF-258a94527b,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,9,page_9_chunk_0,,da0507173170b94eb18002178a8932be10f029a8a4b8b53231bff3b5d0ccfcad
PDF-865ac2594e,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,9,page_9_chunk_1,,bf8033ce3b20c07c7b00b8559a4a44403b9034e4ded0fbcc9224f8020dfa68a3
PDF-70cbf691d6,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,10,page_10_chunk_0,,da0507173170b94eb18002178a8932be10f029a8a4b8b53231bff3b5d0ccfcad
PDF-277f8b08c3,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,10,page_10_chunk_1,,e1aead920d464b873db793c95d03d82c226b4790e4a262d7cd73a64da4586703
PDF-64fac0e16f,literature,The Two-Pillar Policy for the RMB.pdf,bronze/literature/The Two-Pillar Policy for the RMB.pdf,,11,page_11_chunk_0,,da0507173170b94eb18002178a8932be10f029a8a4b8b53231bff3b5d0ccfcad
