symbol,asOfDate,periodType,currencyCode,Amortization,AmortizationOfIntangiblesIncomeStatement,AverageDilutionEarnings,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAmortizationDepletionIncomeStatement,DepreciationAndAmortizationInIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EarningsFromEquityInterest,EarningsFromEquityInterestNetOfTax,GainOnSaleOfBusiness,GainOnSaleOfPPE,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherGandA,OtherIncomeExpense,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,PreferredStockDividends,PretaxIncome,ProvisionForDoubtfulAccounts,ReconciledCostOfRevenue,ReconciledDepreciation,ResearchAndDevelopment,RestructuringAndMergernAcquisition,SalariesAndWages,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff,OtherunderPreferredStockDividend,DepreciationIncomeStatement,SecuritiesAmortization,OtherTaxes,RentAndLandingFees,RentExpenseSupplemental
ABNB,2021-12-31,12M,USD,,,,,,,,,,,,,,,,,,,,,,438000000.0,438000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,138000000.0,,113000000.0,,,,-113000000.0,,,,,,,,-113000000.0,-113000000.0,,,,,,,
ABNB,2022-12-31,12M,USD,,,,637000000.0,2.97,1499000000.0,,,680000000.0,2.79,1893000000.0,1891000000.0,1972000000.0,,,,,,950000000.0,6900000000.0,,24000000.0,24000000.0,186000000.0,186000000.0,,1893000000.0,1893000000.0,1893000000.0,,1893000000.0,1893000000.0,1893000000.0,186000000.0,186000000.0,2061000000.0,1977728000.0,5009000000.0,1891000000.0,8399000000.0,950000000.0,-88000000.0,1000000.0,1041000000.0,,,1989000000.0,,1499000000.0,81000000.0,1502000000.0,89000000.0,,1516000000.0,2466000000.0,-89000000.0,-4272000.0,96000000.0,0.048,6508000000.0,1802000000.0,,8399000000.0,-89000000.0,-89000000.0,,,,,,,
ABNB,2023-09-30,TTM,USD,,,,636250000.0,8.58,,,,666500000.0,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABNB,2023-12-31,12M,USD,,,3000000.0,637000000.0,7.52,1703000000.0,,,662000000.0,7.24,4795000000.0,1518000000.0,1518000000.0,,,,,,2025000000.0,8214000000.0,,83000000.0,83000000.0,721000000.0,721000000.0,,4792000000.0,4792000000.0,4792000000.0,,4792000000.0,4792000000.0,4792000000.0,721000000.0,721000000.0,1518000000.0,4792000000.0,6696000000.0,1518000000.0,9917000000.0,2025000000.0,-137000000.0,-137000000.0,1186000000.0,,,2102000000.0,,1703000000.0,44000000.0,1722000000.0,0.0,,1763000000.0,3788000000.0,0.0,0.0,-2690000000.0,0.21,8399000000.0,1518000000.0,,9917000000.0,0.0,0.0,,,,,,,
ABNB,2023-12-31,TTM,USD,,,,637000000.0,7.52,,,,662000000.0,7.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABNB,2024-03-31,TTM,USD,,,,638000000.0,7.75,,,,658000000.0,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABNB,2024-06-30,TTM,USD,,,,638000000.0,7.6,,,,654000000.0,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABNB,2024-09-30,TTM,USD,,,,635500000.0,2.89,,,,649250000.0,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABNB,2024-12-31,12M,USD,,,4000000.0,632000000.0,4.19,1878000000.0,,,645000000.0,4.11,2652000000.0,2553000000.0,2553000000.0,,,,,,1185000000.0,9224000000.0,,,,818000000.0,818000000.0,,2648000000.0,2648000000.0,2648000000.0,,2648000000.0,2648000000.0,2648000000.0,818000000.0,818000000.0,2553000000.0,2648000000.0,6671000000.0,2553000000.0,11102000000.0,1185000000.0,-40000000.0,-40000000.0,1282000000.0,,,3331000000.0,,1878000000.0,65000000.0,2056000000.0,0.0,,2148000000.0,3333000000.0,0.0,0.0,683000000.0,0.205,8549000000.0,2553000000.0,,11102000000.0,0.0,0.0,,,,,,,
ABNB,2025-03-31,TTM,USD,,,,627750000.0,4.03,,,,639500000.0,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABNB,2025-06-30,TTM,USD,,,,623000000.0,4.19,1942000000.0,,,634000000.0,4.12,2624000000.0,2605000000.0,2605000000.0,,,,,,1184000000.0,9638000000.0,,,,753000000.0,753000000.0,,2625000000.0,2625000000.0,2625000000.0,,2625000000.0,2625000000.0,2625000000.0,753000000.0,753000000.0,2605000000.0,2625000000.0,7033000000.0,2605000000.0,11580000000.0,1184000000.0,-49000000.0,-49000000.0,1294000000.0,,,3309000000.0,,1942000000.0,,2240000000.0,,,2315000000.0,3499000000.0,,0.0,684000000.0,0.206709,8975000000.0,2605000000.0,,11580000000.0,0.0,0.0,,,,,,,
ABNB,2025-09-30,TTM,USD,,,,618500000.0,4.27,,,,628500000.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABNB,2025-12-31,12M,USD,,,3000000.0,613000000.0,4.1,2086000000.0,,,623000000.0,4.03,2514000000.0,2544000000.0,2544000000.0,,,,,,1342000000.0,10155000000.0,,,,705000000.0,705000000.0,,2511000000.0,2511000000.0,2511000000.0,,2511000000.0,2511000000.0,2511000000.0,705000000.0,705000000.0,2544000000.0,2511000000.0,7611000000.0,2544000000.0,12241000000.0,1342000000.0,-112000000.0,-112000000.0,1327000000.0,,,3137000000.0,,2086000000.0,,2354000000.0,,,2588000000.0,3930000000.0,,0.0,626000000.0,0.2,9697000000.0,2544000000.0,,12241000000.0,,,,,,,,,
ABNB,2025-12-31,TTM,USD,,,,613000000.0,4.1,,,,623000000.0,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABNB,2026-03-31,TTM,USD,,,2000000.0,607250000.0,4.12,2161000000.0,,,617000000.0,4.05,2519000000.0,2592000000.0,2592000000.0,,,,,,1344000000.0,10486000000.0,,,,687000000.0,687000000.0,,2517000000.0,2517000000.0,2517000000.0,,2517000000.0,2517000000.0,2517000000.0,687000000.0,687000000.0,2592000000.0,2517000000.0,7894000000.0,2592000000.0,12647000000.0,1344000000.0,-34000000.0,-34000000.0,1350000000.0,,,3245000000.0,,2161000000.0,,2424000000.0,,,2776000000.0,4120000000.0,,0.0,728000000.0,0.224345,10055000000.0,2592000000.0,,12647000000.0,,,,,,,,,
ADBE,2022-11-30,12M,USD,169000000.0,169000000.0,,470000000.0,10.13,2165000000.0,169000000.0,169000000.0,471000000.0,10.1,4756000000.0,6120000000.0,6976000000.0,,,,,-40000000.0,1219000000.0,15441000000.0,,112000000.0,112000000.0,61000000.0,61000000.0,,4756000000.0,4756000000.0,4756000000.0,,4756000000.0,4756000000.0,4756000000.0,-51000000.0,-51000000.0,7016000000.0,4787600000.0,9343000000.0,6098000000.0,17606000000.0,1219000000.0,-39000000.0,1000000.0,,,,6008000000.0,,1478000000.0,856000000.0,2987000000.0,0.0,,4968000000.0,6187000000.0,0.0,-8400000.0,1252000000.0,0.21,11508000000.0,6098000000.0,,17606000000.0,-40000000.0,-40000000.0,,,,,,,
ADBE,2022-11-30,TTM,USD,169000000.0,169000000.0,,,,2165000000.0,169000000.0,169000000.0,,,4756000000.0,6120000000.0,6976000000.0,,,,,-40000000.0,1219000000.0,15441000000.0,,112000000.0,112000000.0,61000000.0,61000000.0,,4756000000.0,4756000000.0,4756000000.0,,4756000000.0,4756000000.0,4756000000.0,-51000000.0,-51000000.0,7016000000.0,4787600000.0,9343000000.0,6098000000.0,17606000000.0,1219000000.0,-39000000.0,1000000.0,,,,6008000000.0,,1478000000.0,856000000.0,2987000000.0,,,4968000000.0,6187000000.0,,-8400000.0,1252000000.0,0.21,11508000000.0,6098000000.0,,17606000000.0,-40000000.0,-40000000.0,,,,,,,
ADBE,2023-11-30,12M,USD,168000000.0,168000000.0,,457000000.0,11.87,2354000000.0,168000000.0,168000000.0,459000000.0,11.82,5428000000.0,6912000000.0,7784000000.0,,,,,-8000000.0,1413000000.0,17055000000.0,,113000000.0,113000000.0,269000000.0,269000000.0,,5428000000.0,5428000000.0,5428000000.0,,5428000000.0,5428000000.0,5428000000.0,156000000.0,156000000.0,7792000000.0,5434400000.0,10405000000.0,6650000000.0,19409000000.0,1413000000.0,-7000000.0,1000000.0,,,,6799000000.0,,1650000000.0,872000000.0,3473000000.0,0.0,,5351000000.0,6764000000.0,0.0,-1600000.0,1371000000.0,0.2,12759000000.0,6650000000.0,,19409000000.0,-8000000.0,-8000000.0,,,,,,,
ADBE,2023-11-30,TTM,USD,,,,457000000.0,11.87,,,,459000000.0,11.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2024-02-29,TTM,USD,,,,455500000.0,10.52,,,,458000000.0,10.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2024-05-31,TTM,USD,,,,453500000.0,11.18,,,,456500000.0,11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2024-08-31,TTM,USD,,,,450250000.0,11.88,,,,453750000.0,11.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2024-11-30,12M,USD,169000000.0,169000000.0,,447000000.0,12.43,2358000000.0,169000000.0,169000000.0,450000000.0,12.36,5560000000.0,7100000000.0,7957000000.0,,,,,18000000.0,1529000000.0,19147000000.0,,169000000.0,169000000.0,341000000.0,341000000.0,,5560000000.0,5560000000.0,5560000000.0,,5560000000.0,5560000000.0,5560000000.0,172000000.0,172000000.0,8939000000.0,6345600000.0,11406000000.0,7741000000.0,21505000000.0,1529000000.0,-982000000.0,,,,,6931000000.0,,1670000000.0,857000000.0,3944000000.0,1000000000.0,,5764000000.0,7293000000.0,-1000000000.0,-196400000.0,1371000000.0,0.2,13764000000.0,6741000000.0,,21505000000.0,-982000000.0,-982000000.0,,,,,,,
ADBE,2024-11-30,TTM,USD,,,,447100000.0,12.43,,,,449700000.0,12.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2025-02-28,TTM,USD,,,,442850000.0,15.21,,,,445200000.0,15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2025-05-31,TTM,USD,,,,437600000.0,15.67,,,,439200000.0,15.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2025-08-31,TTM,USD,,,,432100000.0,16.08,,,,433200000.0,16.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2025-11-30,12M,USD,157000000.0,157000000.0,,426000000.0,16.73,2551000000.0,157000000.0,157000000.0,427000000.0,16.7,7130000000.0,8997000000.0,9815000000.0,,,,,27000000.0,1573000000.0,21218000000.0,,263000000.0,263000000.0,264000000.0,264000000.0,,7130000000.0,7130000000.0,7130000000.0,,7130000000.0,7130000000.0,7130000000.0,1000000.0,1000000.0,9788000000.0,7107860000.0,12512000000.0,8706000000.0,23769000000.0,1573000000.0,27000000.0,,,,,8734000000.0,,1890000000.0,818000000.0,4294000000.0,0.0,,6488000000.0,8061000000.0,0.0,4860000.0,1604000000.0,0.18,15063000000.0,8706000000.0,,23769000000.0,27000000.0,27000000.0,,,,,,,
ADBE,2025-11-30,TTM,USD,,,,426000000.0,16.73,,,,427000000.0,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADBE,2026-02-28,TTM,USD,151000000.0,151000000.0,,419500000.0,17.18,2593000000.0,151000000.0,151000000.0,420250000.0,17.16,7208000000.0,9238000000.0,10013000000.0,,,,,26000000.0,1669000000.0,21860000000.0,,264000000.0,264000000.0,,,,7208000000.0,7208000000.0,7208000000.0,,7208000000.0,7208000000.0,7208000000.0,0.0,0.0,9987000000.0,7187116558.948072,12899000000.0,8961000000.0,24453000000.0,1669000000.0,13000000.0,,,,,8974000000.0,,1969000000.0,775000000.0,4378000000.0,,,6701000000.0,8370000000.0,,5116558.948072,1766000000.0,0.196791,15492000000.0,8961000000.0,,24453000000.0,26000000.0,26000000.0,,,,,,,
ADI,2021-10-31,12M,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299606000.0,,,,,,,84456000.0,,,,,,,,,,,,,,,0.0,,,,,
ADI,2022-10-31,12M,USD,1012572000.0,1012572000.0,,519226000.0,5.29,4481479000.0,1012572000.0,1012572000.0,523178000.0,5.25,2748561000.0,3299157000.0,5596656000.0,,,,,,,7532474000.0,,200408000.0,200408000.0,6906000.0,6906000.0,,2748561000.0,2748561000.0,2748561000.0,,2748561000.0,2748561000.0,2748561000.0,-193502000.0,-193502000.0,5871165000.0,2992047881.81876,3979265000.0,3553209000.0,12013953000.0,,-260958000.0,13551000.0,,274509000.0,,3098749000.0,,3196552000.0,2297499000.0,1700518000.0,274509000.0,,,1266175000.0,-274509000.0,-31022118.18124,350188000.0,0.113009,8460744000.0,3278700000.0,,12013953000.0,-274509000.0,-274509000.0,,,,,,,
ADI,2023-10-31,12M,USD,959618000.0,959618000.0,,502232000.0,6.6,4428321000.0,959618000.0,959618000.0,505959000.0,6.55,3314579000.0,3872644000.0,6165747000.0,,,,,,,7877218000.0,,264641000.0,264641000.0,41287000.0,41287000.0,,3314579000.0,3314579000.0,3314579000.0,,3314579000.0,3314579000.0,3314579000.0,-223354000.0,-223354000.0,6326457000.0,3462271490.0,3893396000.0,3983822000.0,12305539000.0,,-152465000.0,8245000.0,,160710000.0,,3608003000.0,,3094836000.0,2293103000.0,1660194000.0,160710000.0,,,1273584000.0,-160710000.0,-13017510.0,293424000.0,0.081,8321717000.0,3823112000.0,,12305539000.0,-160710000.0,-160710000.0,,,,,,,
ADI,2023-10-31,TTM,USD,,,,502232000.0,6.6,,,,505959000.0,6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2024-01-31,TTM,USD,,,,499393000.0,5.63,,,,502848250.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2024-04-30,TTM,USD,,,,497246500.0,4.31,,,,500300000.0,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2024-07-31,TTM,USD,,,,496326500.0,3.34,,,,499122750.0,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2024-10-31,12M,USD,754784000.0,754784000.0,,496166000.0,3.3,4045814000.0,754784000.0,754784000.0,498697000.0,3.28,1635273000.0,2099567000.0,4203883000.0,,,,,,,5381343000.0,,322227000.0,322227000.0,78817000.0,78817000.0,,1635273000.0,1635273000.0,1635273000.0,,1635273000.0,1635273000.0,1635273000.0,-243410000.0,-243410000.0,4241141000.0,1669552879.727008,3311287000.0,2070056000.0,9427157000.0,,-49306000.0,-12048000.0,,37258000.0,,1777340000.0,,2696282000.0,2104316000.0,1487863000.0,,,,1068640000.0,-37258000.0,-2978120.272992,142067000.0,0.079932,7357101000.0,2032798000.0,,9427157000.0,-37258000.0,-37258000.0,,,,,,,
ADI,2025-01-31,TTM,USD,,,,496253750.0,3.16,,,,498678750.0,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2025-04-30,TTM,USD,,,,496265000.0,3.7,,,,498595500.0,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2025-07-31,TTM,USD,,,,495778250.0,3.96,,,,498079000.0,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2025-10-31,12M,USD,749662000.0,749662000.0,,494381000.0,4.59,4246229000.0,749662000.0,749662000.0,496709000.0,4.56,2267342000.0,3029828000.0,5028673000.0,,,,,,,6773478000.0,,317716000.0,317716000.0,105266000.0,105266000.0,,2267342000.0,2267342000.0,2267342000.0,,2267342000.0,2267342000.0,2267342000.0,-212450000.0,-212450000.0,5098653000.0,2325845702.339726,3771002000.0,3002476000.0,11019707000.0,,-77914000.0,-7934000.0,,,,2712112000.0,,2997046000.0,1998845000.0,1766001000.0,,,,1255339000.0,-69980000.0,-11476297.660274,444770000.0,0.163994,8017231000.0,2932496000.0,,11019707000.0,-69980000.0,-69980000.0,,,,,,,
ADI,2025-10-31,TTM,USD,,,,494381000.0,4.59,,,,496709000.0,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI,2026-01-31,TTM,USD,749562000.0,749562000.0,,492570500.0,5.5,4368645000.0,749562000.0,749562000.0,494956000.0,5.47,2706852000.0,3551204000.0,5524947000.0,,,,,,,7388151000.0,,328797000.0,328797000.0,114036000.0,114036000.0,,2706852000.0,2706852000.0,2706852000.0,,2706852000.0,2706852000.0,2706852000.0,-214761000.0,-214761000.0,5579022000.0,2752275505.44174,3895867000.0,3492284000.0,11756796000.0,,-55116000.0,-1041000.0,,,,3222407000.0,,3144464000.0,1973743000.0,1830509000.0,,,,1315796000.0,-54075000.0,-8651494.55826,515555000.0,0.159991,8264512000.0,3438209000.0,,11756796000.0,-54075000.0,-54075000.0,,,,,,,
APH,2021-12-31,12M,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APH,2022-12-31,12M,USD,,,,1192400000.0,1.595,8594800000.0,,,1242000000.0,1.53,1902300000.0,2595800000.0,2988700000.0,,,,,,,4028200000.0,,128400000.0,128400000.0,,,-14500000.0,1902300000.0,1902300000.0,1916800000.0,0.0,1902300000.0,1902300000.0,1916800000.0,-128400000.0,-128400000.0,3010200000.0,1919005500.0,1420900000.0,2607300000.0,12623000000.0,,-11500000.0,10000000.0,,,,2467400000.0,,8594800000.0,392900000.0,,21500000.0,,,1420900000.0,-21500000.0,-4794500.0,550600000.0,0.223,10015700000.0,2585800000.0,,12623000000.0,-21500000.0,-21500000.0,,,,,,,
APH,2023-09-30,TTM,USD,,,,595675000.0,3.22,,,,619950000.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APH,2023-12-31,12M,USD,,,,1193000000.0,1.615,8470600000.0,,,1241200000.0,1.555,1928000000.0,2594300000.0,3000700000.0,,,,,,,4084100000.0,,139500000.0,139500000.0,,,-17500000.0,1928000000.0,1928000000.0,1945500000.0,0.0,1928000000.0,1928000000.0,1945500000.0,-139500000.0,-139500000.0,3029900000.0,1951155600.0,1489900000.0,2594200000.0,12554700000.0,,100000.0,29300000.0,,,,2454800000.0,,8470600000.0,406400000.0,,29200000.0,,,1489900000.0,-29200000.0,-6044400.0,509300000.0,0.207,9960500000.0,2559600000.0,,12554700000.0,-29200000.0,-29200000.0,,,,,,,
APH,2023-12-31,TTM,USD,,,,596500000.0,3.23,,,,620600000.0,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APH,2024-03-31,TTM,USD,,,,597725000.0,3.4,,,,622600000.0,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APH,2024-06-30,TTM,USD,,,,1198600000.0,1.745,,,,1252350000.0,1.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APH,2024-09-30,TTM,USD,,,,1200950000.0,1.825,,,,1257700000.0,1.745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APH,2024-12-31,12M,USD,,,,1203800000.0,2.01,10083000000.0,,,1263600000.0,1.92,2424000000.0,3228900000.0,3801400000.0,,,,,,,5139700000.0,,217000000.0,217000000.0,,,-17600000.0,2424000000.0,2424000000.0,2441600000.0,,2424000000.0,2424000000.0,2441600000.0,-217000000.0,-217000000.0,3928800000.0,2527276948.105847,1855400000.0,3284300000.0,15222700000.0,,-55400000.0,72000000.0,,,,3011900000.0,,10083000000.0,572500000.0,,127400000.0,,,1855400000.0,-127400000.0,-24123051.894153,570300000.0,0.189349,11938400000.0,3156900000.0,,15222700000.0,-127400000.0,-127400000.0,,,,,,,
APH,2024-12-31,TTM,USD,,,,1203800000.0,2.01,,,,1263600000.0,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APH,2025-03-31,TTM,USD,,,,1206250000.0,2.16,,,,1266175000.0,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APH,2025-06-30,TTM,USD,,,,1209450000.0,2.63,12283100000.0,,,1268000000.0,2.51,3179600000.0,4276200000.0,5067000000.0,,,,,,,6534900000.0,,280000000.0,280000000.0,,,-26200000.0,3179600000.0,3179600000.0,3205800000.0,,3179600000.0,3179600000.0,3205800000.0,-280000000.0,-280000000.0,5180400000.0,3270570852.309694,2204700000.0,4330200000.0,18818000000.0,,-54000000.0,59400000.0,,,,3996200000.0,,12283100000.0,790800000.0,,113400000.0,,,2204700000.0,-113400000.0,-22429147.690306,790400000.0,0.197788,14487800000.0,4216800000.0,,18818000000.0,-113400000.0,-113400000.0,,,,,,,
APH,2025-09-30,TTM,USD,,,,1213775000.0,3.14,,,,1272375000.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APH,2025-12-31,12M,USD,,,,1218200000.0,3.51,14577000000.0,,,1277500000.0,3.34,4270300000.0,5968500000.0,6890900000.0,,,,,,,8517700000.0,,367800000.0,367800000.0,,,-35000000.0,4270300000.0,4270300000.0,4305300000.0,,4270300000.0,4270300000.0,4305300000.0,-367800000.0,-367800000.0,6994300000.0,4349784353.741497,2545700000.0,5972000000.0,23094700000.0,,-3500000.0,99900000.0,,,,5600700000.0,,14577000000.0,922400000.0,,103400000.0,,,2545700000.0,-103400000.0,-23915646.258503,1295400000.0,0.231293,17122700000.0,5868600000.0,,23094700000.0,-103400000.0,-103400000.0,,,,,,,
APH,2025-12-31,TTM,USD,,,,1218200000.0,3.51,,,,1277500000.0,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APH,2026-03-31,TTM,USD,,,,1222975000.0,3.66,16229900000.0,,,1283375000.0,3.48,4465500000.0,6782700000.0,7954600000.0,,,,,,,9673900000.0,,499200000.0,499200000.0,,,-38900000.0,4465500000.0,4465500000.0,4504400000.0,,4465500000.0,4465500000.0,4504400000.0,-499200000.0,-499200000.0,8130900000.0,4591882703.907058,2822000000.0,6851900000.0,25903800000.0,,-69200000.0,107100000.0,,,,6283500000.0,,16229900000.0,1171900000.0,,176300000.0,,,2822000000.0,-176300000.0,-49917296.092942,1779100000.0,0.283138,19051900000.0,6675600000.0,,25903800000.0,-176300000.0,-176300000.0,,,,,,,
INTU,2021-07-31,12M,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28000000.0,,,,,,,,,,,,,,,,,,,
INTU,2022-07-31,12M,USD,416000000.0,416000000.0,,280000000.0,7.38,2406000000.0,416000000.0,416000000.0,284000000.0,7.28,2066000000.0,2623000000.0,3369000000.0,,,,,,1472000000.0,10320000000.0,,81000000.0,81000000.0,64000000.0,64000000.0,,2066000000.0,2066000000.0,2066000000.0,,2066000000.0,2066000000.0,2066000000.0,-17000000.0,-17000000.0,3369000000.0,2066000000.0,7761000000.0,2559000000.0,12726000000.0,1460000000.0,37000000.0,37000000.0,,,,2542000000.0,,2076000000.0,746000000.0,2347000000.0,0.0,12000000.0,3526000000.0,4998000000.0,0.0,0.0,476000000.0,0.187254,10167000000.0,2571000000.0,,12726000000.0,0.0,0.0,,,,,,,
INTU,2023-07-31,12M,USD,483000000.0,483000000.0,,281000000.0,8.49,3143000000.0,483000000.0,483000000.0,283000000.0,8.42,2384000000.0,3237000000.0,4043000000.0,,,,,,1300000000.0,11225000000.0,,248000000.0,248000000.0,106000000.0,106000000.0,,2384000000.0,2384000000.0,2384000000.0,,2384000000.0,2384000000.0,2384000000.0,-142000000.0,-142000000.0,4043000000.0,2384000000.0,8084000000.0,3141000000.0,14368000000.0,1300000000.0,-10000000.0,-10000000.0,,,,2989000000.0,,2820000000.0,806000000.0,2539000000.0,0.0,-12000000.0,3762000000.0,5062000000.0,0.0,0.0,605000000.0,0.202409,11227000000.0,3141000000.0,,14368000000.0,0.0,0.0,,,,,,,
INTU,2023-10-31,TTM,USD,,,,280750000.0,9.21,,,,282750000.0,9.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTU,2024-01-31,TTM,USD,,,,280500000.0,9.87,,,,283500000.0,9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTU,2024-04-30,TTM,USD,,,,280250000.0,10.97,,,,283750000.0,10.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
