symbol,asOfDate,periodType,currencyCode,Amortization,AmortizationOfIntangiblesIncomeStatement,AverageDilutionEarnings,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAmortizationDepletionIncomeStatement,DepreciationAndAmortizationInIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,EarningsFromEquityInterest,EarningsFromEquityInterestNetOfTax,GainOnSaleOfBusiness,GainOnSaleOfPPE,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherGandA,OtherIncomeExpense,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,PreferredStockDividends,PretaxIncome,ProvisionForDoubtfulAccounts,ReconciledCostOfRevenue,ReconciledDepreciation,ResearchAndDevelopment,RestructuringAndMergernAcquisition,SalariesAndWages,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOperatingIncomeAsReported,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff,OtherunderPreferredStockDividend,DepreciationIncomeStatement,SecuritiesAmortization,OtherTaxes,RentAndLandingFees,RentExpenseSupplemental
AAPL,2021-09-30,12M,USD,,,,,,,,,,,,,,,,,,,,,,2645000000.0,2645000000.0,2843000000.0,2843000000.0,,,,,,,,,198000000.0,198000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2022-09-30,12M,USD,,,,16215963000.0,6.15,223546000000.0,,,16325819000.0,6.11,99803000000.0,119437000000.0,130541000000.0,,,,,,,170782000000.0,,2931000000.0,2931000000.0,2825000000.0,2825000000.0,,99803000000.0,99803000000.0,99803000000.0,,99803000000.0,99803000000.0,99803000000.0,-106000000.0,-106000000.0,130541000000.0,99803000000.0,51345000000.0,119437000000.0,394328000000.0,,-334000000.0,-334000000.0,,,,119103000000.0,,223546000000.0,11104000000.0,26251000000.0,,,,25094000000.0,,0.0,19300000000.0,0.162,274891000000.0,119437000000.0,,394328000000.0,,,,,,,,,
AAPL,2023-09-30,12M,USD,,,,15744231000.0,6.16,214137000000.0,,,15812547000.0,6.13,96995000000.0,114301000000.0,125820000000.0,,,,,,,169148000000.0,,3933000000.0,3933000000.0,3750000000.0,3750000000.0,,96995000000.0,96995000000.0,96995000000.0,,96995000000.0,96995000000.0,96995000000.0,-183000000.0,-183000000.0,125820000000.0,96995000000.0,54847000000.0,114301000000.0,383285000000.0,,-565000000.0,-565000000.0,,,,113736000000.0,,214137000000.0,11519000000.0,29915000000.0,,,,24932000000.0,,0.0,16741000000.0,0.147,268984000000.0,114301000000.0,,383285000000.0,,,,,,,,,
AAPL,2023-09-30,TTM,USD,,,,15744231000.0,6.16,,,,15812547000.0,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2023-12-31,TTM,USD,,,,15648491000.0,6.46,,,,15717777750.0,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2024-03-31,TTM,USD,,,,15553166500.0,6.46,,,,15622192500.0,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2024-06-30,TTM,USD,,,,15450643500.0,6.6,,,,15515481000.0,6.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2024-09-30,12M,USD,,,,15343783000.0,6.11,210352000000.0,,,15408095000.0,6.08,93736000000.0,123216000000.0,134661000000.0,,,,,,,180683000000.0,,,,,,,93736000000.0,93736000000.0,93736000000.0,,93736000000.0,93736000000.0,93736000000.0,,,134661000000.0,93736000000.0,57467000000.0,123216000000.0,391035000000.0,,269000000.0,269000000.0,,,,123485000000.0,,210352000000.0,11445000000.0,31370000000.0,,,,26097000000.0,,0.0,29749000000.0,0.241,267819000000.0,123216000000.0,,391035000000.0,,,,,,,,,
AAPL,2024-09-30,TTM,USD,,,,15343783000.0,6.11,,,,15408095000.0,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2024-12-31,TTM,USD,,,,15236773250.0,6.33,,,,15301651000.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2025-03-31,TTM,USD,,,,15133829500.0,6.45,,,,15199507000.0,6.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2025-06-30,TTM,USD,,,,15037671250.0,6.62,217886000000.0,,,15099508250.0,6.59,99280000000.0,130214000000.0,141696000000.0,,,,,,,190739000000.0,,,,,,,99280000000.0,99280000000.0,99280000000.0,,99280000000.0,99280000000.0,99280000000.0,,,141696000000.0,99280000000.0,60525000000.0,130214000000.0,408625000000.0,,-679000000.0,-679000000.0,,,,129535000000.0,,217886000000.0,11482000000.0,33449000000.0,,,,27076000000.0,,0.0,30255000000.0,0.233566,278411000000.0,130214000000.0,,408625000000.0,,,,,,,,,
AAPL,2025-09-30,12M,USD,,,,14948500000.0,7.49,220960000000.0,,,15004697000.0,7.46,112010000000.0,133050000000.0,144748000000.0,,,,,,,195201000000.0,,,,,,,112010000000.0,112010000000.0,112010000000.0,,112010000000.0,112010000000.0,112010000000.0,,,144748000000.0,112010000000.0,62151000000.0,133050000000.0,416161000000.0,,-321000000.0,-321000000.0,,,,132729000000.0,,220960000000.0,11698000000.0,34550000000.0,,,,27601000000.0,,0.0,20719000000.0,0.156,283111000000.0,133050000000.0,,416161000000.0,,,,,,,,,
AAPL,2025-09-30,TTM,USD,,,,14948500000.0,7.49,,,,15004697000.0,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2025-12-31,TTM,USD,,,,14865108500.0,7.93,,,,14919569750.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAPL,2026-03-31,TTM,USD,,,,14784907500.0,8.3,235371000000.0,,,14837005000.0,8.26,122575000000.0,147366000000.0,159976000000.0,,,,,,,216071000000.0,,,,,,,122575000000.0,122575000000.0,122575000000.0,,122575000000.0,122575000000.0,122575000000.0,,,159976000000.0,122575000000.0,68705000000.0,147366000000.0,451442000000.0,,304000000.0,304000000.0,,,,147670000000.0,,235371000000.0,12610000000.0,40038000000.0,,,,28667000000.0,,0.0,25095000000.0,0.16994,304076000000.0,147366000000.0,,451442000000.0,,,,,,,,,
ACN,2021-08-31,12M,USD,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2022-08-31,12M,USD,,,7348000.0,632762710.0,10.87,41892766000.0,,,642839181.0,10.71,6884517000.0,,10274132000.0,,,-96294000.0,,,4225957000.0,19701539000.0,,47320000.0,47320000.0,45133000.0,45133000.0,-111791000.0,6877169000.0,6877169000.0,6988960000.0,,6877169000.0,6877169000.0,6988960000.0,-2187000.0,-2187000.0,10370426000.0,6950352440.0,10334358000.0,9367181000.0,61594305000.0,4225957000.0,-168827000.0,-72533000.0,,,,9196167000.0,,41892766000.0,1030645000.0,,,,6108401000.0,10334358000.0,-96294000.0,-23110560.0,2207207000.0,0.24,52227124000.0,9367181000.0,,61594305000.0,-96294000.0,-96294000.0,,,,,,,
ACN,2023-08-31,12M,USD,,,7204000.0,630608186.0,10.9,43380138000.0,,,638591616.0,10.77,6878761000.0,,10248473000.0,,,0.0,,,4275943000.0,20731607000.0,,47525000.0,47525000.0,280409000.0,280409000.0,-131973000.0,6871557000.0,6871557000.0,7003530000.0,,6871557000.0,6871557000.0,7003530000.0,232884000.0,232884000.0,11311619000.0,7685926836.0,10858572000.0,9873035000.0,64111745000.0,4275943000.0,-966587000.0,96559000.0,1063146000.0,1063146000.0,,9139332000.0,,43380138000.0,1061616000.0,,,,6582629000.0,10858572000.0,-1063146000.0,-248776164.0,2135802000.0,0.234,54238710000.0,8809889000.0,,64111745000.0,-1063146000.0,-1063146000.0,,,,,,,
ACN,2023-11-30,TTM,USD,,,,630072898.0,10.92,,,,638249501.0,10.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2024-02-29,TTM,USD,,,,629610034.0,11.17,,,,637950904.0,11.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2024-05-31,TTM,USD,,,,628816455.0,11.06,,,,637246535.0,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2024-08-31,12M,USD,,,7198000.0,627852613.0,11.57,43734147000.0,,,635940044.0,11.44,7271985000.0,,10836289000.0,,,0.0,,,4281316000.0,21162317000.0,,58969000.0,58969000.0,272256000.0,272256000.0,-154410000.0,7264787000.0,7264787000.0,7419197000.0,,7264787000.0,7264787000.0,7419197000.0,213287000.0,213287000.0,11274729000.0,7600158111.229103,11128030000.0,10034287000.0,64896464000.0,4281316000.0,-548251000.0,-109811000.0,438440000.0,438440000.0,,9699323000.0,,43734147000.0,1077997000.0,,,,6846714000.0,11128030000.0,-438440000.0,-103068888.770897,2280126000.0,0.235081,54862177000.0,9595847000.0,,64896464000.0,-438440000.0,-438440000.0,,,,,,,
ACN,2024-11-30,TTM,USD,,,,627272816.0,12.07,,,,635254556.0,11.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2025-02-28,TTM,USD,,,,626732078.0,12.26,,,,634676972.0,12.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2025-05-31,TTM,USD,,,,625729250.0,12.7,,,,633309640.0,12.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2025-08-31,12M,USD,,,7240000.0,624891649.0,12.29,47437576000.0,,,632435108.0,12.15,7685673000.0,,11867333000.0,,,,,,4350968000.0,22235401000.0,,228555000.0,228555000.0,336324000.0,336324000.0,-153967000.0,7678433000.0,7678433000.0,7832400000.0,,7678433000.0,7678433000.0,7832400000.0,107769000.0,107769000.0,12482657000.0,8147690962.923133,11394413000.0,10840988000.0,69672977000.0,4350968000.0,-678364000.0,-63040000.0,615324000.0,615324000.0,,10270393000.0,,47437576000.0,1368385000.0,,,,7043445000.0,11394413000.0,-615324000.0,-146066037.076867,2437993000.0,0.237381,58831989000.0,10225664000.0,,69672977000.0,-615324000.0,-615324000.0,,,,,,,
ACN,2025-08-31,TTM,USD,,,,624891649.0,12.29,,,,632435108.0,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2025-11-30,TTM,USD,,,,623299190.0,12.22,,,,630281766.0,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACN,2026-02-28,TTM,USD,,,7182000.0,620845764.0,12.33,49016259000.0,,,627455552.0,12.2,7655446000.0,10713473000.0,12113044000.0,,,,,,4592091000.0,23094063000.0,,262775000.0,262775000.0,368943000.0,368943000.0,-146789000.0,7648264000.0,7648264000.0,7795053000.0,,7648264000.0,7648264000.0,7795053000.0,106168000.0,106168000.0,13035909000.0,8336618173.744663,11771480000.0,11322583000.0,72110322000.0,4592091000.0,-978053000.0,-55188000.0,,,,10450698000.0,,49016259000.0,1399571000.0,,,,7179389000.0,11771480000.0,-922865000.0,-234510826.255337,2655645000.0,0.254112,60787739000.0,10399718000.0,,72110322000.0,-922865000.0,-922865000.0,,,,,,,
AMAT,2021-10-31,12M,USD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-311000000.0,,,154000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT,2022-10-31,12M,USD,,,,871000000.0,7.49,13792000000.0,,,877000000.0,7.44,6525000000.0,7827000000.0,8271000000.0,,,,,,735000000.0,11993000000.0,,228000000.0,228000000.0,39000000.0,39000000.0,,6525000000.0,6525000000.0,6525000000.0,,6525000000.0,6525000000.0,6525000000.0,-189000000.0,-189000000.0,8267000000.0,6521564000.0,4209000000.0,7784000000.0,25785000000.0,735000000.0,4000000.0,,,,,7599000000.0,,13792000000.0,444000000.0,2771000000.0,-4000000.0,,703000000.0,1438000000.0,4000000.0,564000.0,1074000000.0,0.141,18001000000.0,7788000000.0,,25785000000.0,4000000.0,4000000.0,,,,,,,
AMAT,2023-10-31,12M,USD,,,,840000000.0,8.16,14133000000.0,,,845000000.0,8.11,6856000000.0,7954000000.0,8469000000.0,,,,,,852000000.0,12384000000.0,,238000000.0,238000000.0,300000000.0,300000000.0,,6856000000.0,6856000000.0,6856000000.0,,6856000000.0,6856000000.0,6856000000.0,62000000.0,62000000.0,8469000000.0,6856000000.0,4730000000.0,7654000000.0,26517000000.0,852000000.0,,,,,,7716000000.0,,14133000000.0,515000000.0,3102000000.0,0.0,,776000000.0,1628000000.0,0.0,0.0,860000000.0,0.111,18863000000.0,7654000000.0,,26517000000.0,0.0,0.0,,,,,,,
AMAT,2023-10-31,TTM,USD,,,,840000000.0,8.16,,,,845000000.0,8.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT,2024-01-31,TTM,USD,,,,836500000.0,8.56,,,,842000000.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT,2024-04-30,TTM,USD,,,,833500000.0,8.76,,,,839500000.0,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT,2024-07-31,TTM,USD,,,,830250000.0,8.97,,,,836750000.0,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT,2024-10-31,12M,USD,,,,827000000.0,8.68,14279000000.0,,,834000000.0,8.61,7177000000.0,8399000000.0,8791000000.0,,,,,,961000000.0,12897000000.0,,247000000.0,247000000.0,532000000.0,532000000.0,,7177000000.0,7177000000.0,7177000000.0,,7177000000.0,7177000000.0,7177000000.0,285000000.0,285000000.0,8791000000.0,7177000000.0,5030000000.0,7867000000.0,27176000000.0,961000000.0,,,,,,8152000000.0,,14279000000.0,392000000.0,3233000000.0,0.0,,836000000.0,1797000000.0,0.0,0.0,975000000.0,0.12,19309000000.0,7867000000.0,,27176000000.0,0.0,0.0,,,,,,,
AMAT,2024-10-31,TTM,USD,,,,827000000.0,8.68,,,,834000000.0,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT,2025-01-31,TTM,USD,,,,822750000.0,7.71,,,,829500000.0,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT,2025-04-30,TTM,USD,,,,817000000.0,8.28,,,,823000000.0,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT,2025-07-31,TTM,USD,,,,810500000.0,8.43,,,,816000000.0,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT,2025-10-31,12M,USD,,,,804000000.0,8.71,14560000000.0,,,808000000.0,8.66,6998000000.0,9540000000.0,9975000000.0,,,,,,910000000.0,13808000000.0,,269000000.0,269000000.0,1251000000.0,1251000000.0,,6998000000.0,6998000000.0,6998000000.0,,6998000000.0,6998000000.0,6998000000.0,982000000.0,982000000.0,10156000000.0,7134655000.0,5338000000.0,8470000000.0,28368000000.0,910000000.0,-181000000.0,,,,,9271000000.0,,14560000000.0,435000000.0,3570000000.0,181000000.0,,858000000.0,1768000000.0,-181000000.0,-44345000.0,2273000000.0,0.245,19898000000.0,8289000000.0,,28368000000.0,-181000000.0,-181000000.0,,,,,,,
AMAT,2025-10-31,TTM,USD,,,,804000000.0,8.71,,,,808000000.0,8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT,2026-01-31,TTM,USD,,,,798750000.0,9.8,14467000000.0,,,803000000.0,9.75,7839000000.0,9754000000.0,10211000000.0,,,,,,843000000.0,13747000000.0,,274000000.0,274000000.0,1809000000.0,1809000000.0,,7839000000.0,7839000000.0,7839000000.0,,7839000000.0,7839000000.0,7839000000.0,1535000000.0,1535000000.0,10657000000.0,8207796835.443038,5356000000.0,8391000000.0,28214000000.0,843000000.0,,,,,,9480000000.0,,14467000000.0,457000000.0,3639000000.0,193000000.0,,874000000.0,1717000000.0,-446000000.0,-77203164.556962,1641000000.0,0.173101,19823000000.0,7945000000.0,,28214000000.0,-446000000.0,-446000000.0,,,,,,,
AMD,2021-12-31,12M,USD,,,0.0,,,,,,,,,,,56000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12000000.0,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD,2022-12-31,12M,USD,2100000000.0,2100000000.0,0.0,1561000000.0,0.85,12998000000.0,2100000000.0,2100000000.0,1571000000.0,0.84,1320000000.0,1272000000.0,5534000000.0,-62000000.0,14000000.0,,,,,10603000000.0,,88000000.0,88000000.0,65000000.0,65000000.0,,1320000000.0,1320000000.0,1320000000.0,,1320000000.0,1320000000.0,1320000000.0,-23000000.0,-23000000.0,5534000000.0,1320000000.0,9339000000.0,1264000000.0,23601000000.0,,-57000000.0,5000000.0,-102000000.0,,,1184000000.0,,10836000000.0,4262000000.0,5005000000.0,0.0,,,2336000000.0,0.0,0.0,-122000000.0,0.21,22337000000.0,1264000000.0,,23601000000.0,0.0,0.0,,,,,,,
AMD,2023-09-30,TTM,USD,,,,1614250000.0,0.13,,,,1623500000.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD,2023-12-31,12M,USD,1869000000.0,1869000000.0,,1614000000.0,0.53,12220000000.0,1869000000.0,1869000000.0,1625000000.0,0.53,854000000.0,598000000.0,4051000000.0,-1000000.0,16000000.0,,,1000000.0,,10460000000.0,,106000000.0,106000000.0,206000000.0,206000000.0,,854000000.0,854000000.0,854000000.0,0.0,854000000.0,854000000.0,854000000.0,100000000.0,100000000.0,4050000000.0,853210000.0,10059000000.0,401000000.0,22680000000.0,,-9000000.0,-10000000.0,-34000000.0,,,492000000.0,,10636000000.0,3453000000.0,5872000000.0,0.0,,,2318000000.0,0.0,210000.0,-346000000.0,0.21,22279000000.0,401000000.0,,22680000000.0,1000000.0,1000000.0,,,,,,,
AMD,2023-12-31,TTM,USD,,,,1614000000.0,0.53,,,,1625000000.0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD,2024-03-31,TTM,USD,,,,1615500000.0,0.7,,,,1632000000.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD,2024-06-30,TTM,USD,,,,1616500000.0,0.84,,,,1638000000.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD,2024-09-30,TTM,USD,,,,1618500000.0,1.13,,,,1634750000.0,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD,2024-12-31,12M,USD,1448000000.0,1448000000.0,,1620000000.0,1.01,13060000000.0,1448000000.0,1448000000.0,1637000000.0,1.0,1641000000.0,2081000000.0,5145000000.0,2000000.0,33000000.0,,,-2000000.0,,12725000000.0,,92000000.0,92000000.0,182000000.0,182000000.0,,1641000000.0,1641000000.0,1641000000.0,0.0,1641000000.0,1641000000.0,1641000000.0,90000000.0,90000000.0,5333000000.0,1793280000.0,10639000000.0,2086000000.0,25785000000.0,,-187000000.0,1000000.0,-48000000.0,,,1989000000.0,,11444000000.0,3064000000.0,6456000000.0,186000000.0,,,2735000000.0,-186000000.0,-35720000.0,381000000.0,0.19,23699000000.0,1900000000.0,,25785000000.0,-188000000.0,-188000000.0,,,,,,,
AMD,2025-03-31,TTM,USD,,,,1620750000.0,1.37,,,,1633750000.0,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD,2025-06-30,TTM,USD,1308000000.0,1308000000.0,,1622000000.0,1.75,15504000000.0,1308000000.0,1308000000.0,1632000000.0,1.73,2834000000.0,2477000000.0,5600000000.0,,34000000.0,,,,,14096000000.0,,100000000.0,100000000.0,,,,2834000000.0,2834000000.0,2730000000.0,,2834000000.0,2730000000.0,2834000000.0,82000000.0,82000000.0,5786000000.0,2876940000.0,11643000000.0,2453000000.0,29600000000.0,,-158000000.0,26000000.0,,,,2377000000.0,,13689000000.0,3123000000.0,6970000000.0,,,,3413000000.0,,-39060000.0,-319000000.0,0.21,27147000000.0,2267000000.0,,29600000000.0,-186000000.0,-186000000.0,,,,,,,
AMD,2025-09-30,TTM,USD,,,,1623000000.0,2.03,,,,1632500000.0,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD,2025-12-31,12M,USD,1223000000.0,1223000000.0,,1624000000.0,2.67,17487000000.0,1223000000.0,1223000000.0,1636000000.0,2.65,4335000000.0,4271000000.0,7275000000.0,,26000000.0,,,366000000.0,,17152000000.0,,131000000.0,131000000.0,215000000.0,215000000.0,,4335000000.0,4335000000.0,4269000000.0,66000000.0,4335000000.0,4269000000.0,4335000000.0,84000000.0,84000000.0,6909000000.0,3979860000.0,13458000000.0,3694000000.0,34639000000.0,,362000000.0,-4000000.0,,,,4140000000.0,,15706000000.0,3004000000.0,8091000000.0,0.0,,,4144000000.0,0.0,76860000.0,-103000000.0,0.21,30945000000.0,3694000000.0,,34639000000.0,366000000.0,366000000.0,,,,,,,
AMD,2025-12-31,TTM,USD,1223000000.0,1223000000.0,,1624000000.0,2.67,17487000000.0,1223000000.0,1223000000.0,1636000000.0,2.65,4335000000.0,4271000000.0,7275000000.0,,26000000.0,,,366000000.0,,17152000000.0,,131000000.0,131000000.0,215000000.0,215000000.0,,4335000000.0,4335000000.0,4269000000.0,66000000.0,4335000000.0,4269000000.0,4335000000.0,84000000.0,84000000.0,6909000000.0,3979860000.0,13458000000.0,3694000000.0,34639000000.0,,362000000.0,-4000000.0,,,,4140000000.0,,15706000000.0,3004000000.0,8091000000.0,0.0,,,4144000000.0,0.0,76860000.0,-103000000.0,0.21,30945000000.0,3694000000.0,,34639000000.0,366000000.0,366000000.0,,,,,,,
AMZN,2022-12-31,12M,USD,,,,10189000000.0,-0.27,288831000000.0,,,10189000000.0,-0.27,-2722000000.0,-3569000000.0,38352000000.0,,-3000000.0,,,-16266000000.0,11891000000.0,225152000000.0,,2367000000.0,2367000000.0,989000000.0,989000000.0,,-2722000000.0,-2722000000.0,-2722000000.0,,-2722000000.0,-2722000000.0,-2722000000.0,-1378000000.0,-1378000000.0,54618000000.0,10128140000.0,212904000000.0,12248000000.0,513983000000.0,11891000000.0,-16806000000.0,-540000000.0,158775000000.0,,,-5936000000.0,,288831000000.0,41921000000.0,,,,42238000000.0,54129000000.0,,-3415860000.0,,0.21,501735000000.0,12248000000.0,,513983000000.0,-16266000000.0,-16266000000.0,,,,,,,
AMZN,2023-09-30,TTM,USD,,,,10270000000.0,1.95,,,,10394500000.0,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2023-12-31,12M,USD,,,,10304000000.0,2.95,304739000000.0,,,10492000000.0,2.9,30425000000.0,40739000000.0,89402000000.0,,-12000000.0,,,1050000000.0,11816000000.0,270046000000.0,,3182000000.0,3182000000.0,2949000000.0,2949000000.0,,30425000000.0,30425000000.0,30425000000.0,,30425000000.0,30425000000.0,30425000000.0,-233000000.0,-233000000.0,88352000000.0,29574057432.702293,233194000000.0,36852000000.0,574785000000.0,11816000000.0,938000000.0,-112000000.0,177008000000.0,,,37557000000.0,,304739000000.0,48663000000.0,,,,44370000000.0,56186000000.0,,199057432.702293,,0.189579,537933000000.0,36852000000.0,,574785000000.0,1050000000.0,1050000000.0,,,,,,,
AMZN,2023-12-31,TTM,USD,,,,10304000000.0,2.95,,,,10492000000.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2024-03-31,TTM,USD,,,,10339750000.0,3.64,,,,10572750000.0,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2024-06-30,TTM,USD,,,,10380000000.0,4.28,,,,10637500000.0,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2024-09-30,TTM,USD,,,,10424750000.0,4.78,,,,10681750000.0,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMZN,2024-12-31,12M,USD,,,,10473000000.0,5.66,326288000000.0,,,10721000000.0,5.53,59248000000.0,71020000000.0,123815000000.0,,-101000000.0,,,-1836000000.0,11359000000.0,311671000000.0,,2406000000.0,2406000000.0,4677000000.0,4677000000.0,,59248000000.0,59248000000.0,59248000000.0,,59248000000.0,59248000000.0,59248000000.0,2271000000.0,2271000000.0,125651000000.0,60836083539.802376,243078000000.0,68593000000.0,637959000000.0,11359000000.0,-2250000000.0,-414000000.0,187812000000.0,,,68614000000.0,,326288000000.0,52795000000.0,,,,43907000000.0,55266000000.0,,-247916460.197627,,0.135031,569366000000.0,68593000000.0,,637959000000.0,-1836000000.0,-1836000000.0,,,,,,,
AMZN,2024-12-31,TTM,USD,,,,10473000000.0,5.66,,,,10721000000.0,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
