variable,smd_unweighted,smd_overlap_weighted
threshold_distance_log,4.427330400622797,4.304044033802808
Firm_Size,4.216759475100345,3.935724788417929
Leverage,0.8715344988659055,0.5885936056895713
RD_Intensity,-0.2931693050133551,-0.04262934332531491
ETR,0.5548003068124575,0.36865758128956055
Intangible_Ratio,-0.002605878505667854,-0.16477572845813362
